70BCSV 	
// AQ6370C OPTICAL SPECTRUM ANALYZER //                 
25
"CTRWL",1550.000000
"SPAN",  50.000000
"START WL",1525.000000
"STOP WL",1575.000000
"WLFREQ", 0
"REFL",-55.0
"LSCL", 3.0
"RESLN",0.100
"AVG",   1
"SMPLAUTO",      0
"SMPL",       2001
"SMPLINTVL",0.0250
"MID"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"SMOOTH",0
"FIBERTYPE",0
"RESPARM", 9348
"FREQPARM", 9348




"[TRACE DATA]"
1525.0000, -63.547
1525.0250, -63.580
1525.0500, -63.387
1525.0750, -63.494
1525.1000, -63.370
1525.1250, -63.436
1525.1500, -63.186
1525.1750, -63.317
1525.2000, -63.217
1525.2250, -63.110
1525.2500, -62.993
1525.2750, -63.003
1525.3000, -62.960
1525.3250, -62.841
1525.3500, -62.756
1525.3750, -62.785
1525.4000, -62.895
1525.4250, -62.664
1525.4500, -62.446
1525.4750, -62.343
1525.5000, -62.473
1525.5250, -62.382
1525.5500, -62.467
1525.5750, -62.276
1525.6000, -62.354
1525.6250, -62.262
1525.6500, -62.225
1525.6750, -62.195
1525.7000, -61.863
1525.7250, -62.144
1525.7500, -61.912
1525.7750, -61.911
1525.8000, -61.772
1525.8250, -61.834
1525.8500, -61.756
1525.8750, -61.716
1525.9000, -61.581
1525.9250, -61.556
1525.9500, -61.505
1525.9750, -61.541
1526.0000, -61.346
1526.0250, -61.515
1526.0500, -61.470
1526.0750, -61.397
1526.1000, -61.169
1526.1250, -61.276
1526.1500, -61.384
1526.1750, -61.201
1526.2000, -61.113
1526.2250, -61.050
1526.2500, -60.986
1526.2750, -60.957
1526.3000, -60.978
1526.3250, -60.944
1526.3500, -61.037
1526.3750, -60.968
1526.4000, -60.964
1526.4250, -60.777
1526.4500, -60.754
1526.4750, -60.692
1526.5000, -60.583
1526.5250, -60.671
1526.5500, -60.618
1526.5750, -60.703
1526.6000, -60.684
1526.6250, -60.363
1526.6500, -60.495
1526.6750, -60.430
1526.7000, -60.397
1526.7250, -60.329
1526.7500, -60.276
1526.7750, -60.297
1526.8000, -60.312
1526.8250, -60.252
1526.8500, -60.327
1526.8750, -60.217
1526.9000, -60.204
1526.9250, -60.143
1526.9500, -59.996
1526.9750, -59.989
1527.0000, -59.994
1527.0250, -59.950
1527.0500, -60.020
1527.0750, -59.943
1527.1000, -59.870
1527.1250, -59.893
1527.1500, -59.847
1527.1750, -59.778
1527.2000, -59.799
1527.2250, -59.738
1527.2500, -59.641
1527.2750, -59.662
1527.3000, -59.571
1527.3250, -59.656
1527.3500, -59.700
1527.3750, -59.677
1527.4000, -59.603
1527.4250, -59.506
1527.4500, -59.524
1527.4750, -59.548
1527.5000, -59.500
1527.5250, -59.440
1527.5500, -59.411
1527.5750, -59.351
1527.6000, -59.274
1527.6250, -59.254
1527.6500, -59.290
1527.6750, -59.222
1527.7000, -59.272
1527.7250, -59.301
1527.7500, -59.315
1527.7750, -59.206
1527.8000, -59.317
1527.8250, -59.216
1527.8500, -59.160
1527.8750, -59.148
1527.9000, -59.157
1527.9250, -59.059
1527.9500, -59.076
1527.9750, -59.133
1528.0000, -59.040
1528.0250, -59.000
1528.0500, -58.920
1528.0750, -58.931
1528.1000, -58.953
1528.1250, -58.964
1528.1500, -58.929
1528.1750, -58.966
1528.2000, -58.914
1528.2250, -58.987
1528.2500, -58.919
1528.2750, -58.849
1528.3000, -58.913
1528.3250, -58.947
1528.3500, -58.930
1528.3750, -58.901
1528.4000, -58.870
1528.4250, -58.864
1528.4500, -58.787
1528.4750, -58.752
1528.5000, -58.771
1528.5250, -58.718
1528.5500, -58.713
1528.5750, -58.654
1528.6000, -58.682
1528.6250, -58.764
1528.6500, -58.841
1528.6750, -58.861
1528.7000, -58.846
1528.7250, -58.824
